Timestamp,ID,Occupancy,Capacity
2016-10-04 11:59:00,7880,677,690
2016-10-04 11:59:00,17064,1447,1920
2016-10-04 11:59:00,6568,381,485
2016-10-04 11:59:00,5256,771,1200
2016-10-04 11:59:00,3944,634,687
2016-10-04 11:59:00,2632,460,470
2016-10-04 12:29:00,17065,1460,1920
2016-10-04 12:29:00,11817,3251,3883
2016-10-04 12:29:00,9,266,577
2016-10-04 12:29:00,13129,1397,2937
2016-10-04 12:29:00,5257,779,1200
2016-10-04 12:29:00,9193,1484,2009
2016-10-04 12:29:00,2633,464,470
2016-10-04 12:29:00,10505,604,2803
2016-10-04 12:29:00,7881,683,690
2016-10-04 12:29:00,1321,334,387
2016-10-04 12:29:00,3945,648,687
2016-10-04 12:29:00,15753,1297,3103
2016-10-04 12:29:00,14441,836,1322
2016-10-04 12:29:00,6569,379,485
2016-10-04 12:56:00,6570,374,485
2016-10-04 13:02:00,17066,1448,1920
2016-10-04 13:02:00,14442,810,1322
2016-10-04 13:02:00,11818,3232,3883
2016-10-04 13:02:00,10,269,577
2016-10-04 13:02:00,15754,1288,3103
2016-10-04 13:02:00,7882,660,690
2016-10-04 13:02:00,1322,333,387
2016-10-04 13:02:00,9194,1461,2009
2016-10-04 13:02:00,2634,458,470
2016-10-04 13:02:00,3946,651,687
2016-10-04 13:02:00,13130,1367,2937
2016-10-04 13:02:00,5258,773,1200
2016-10-04 13:02:00,10506,596,2803
2016-10-04 13:29:00,3947,648,687
2016-10-04 13:29:00,6571,375,485
2016-10-04 13:29:00,11,263,577
2016-10-04 13:29:00,5259,758,1200
2016-10-04 13:29:00,10507,581,2803
2016-10-04 13:29:00,1323,331,387
2016-10-04 13:29:00,17067,1432,1920
2016-10-04 13:29:00,2635,450,470
2016-10-04 13:29:00,11819,3184,3883
2016-10-04 13:29:00,14443,811,1322
2016-10-04 13:29:00,9195,1459,2009
2016-10-04 13:29:00,7883,648,690
2016-10-04 13:29:00,13131,1360,2937
2016-10-04 13:29:00,15755,1273,3103
2016-10-04 14:02:00,10508,576,2803
2016-10-04 14:02:00,14444,815,1322
2016-10-04 14:02:00,5260,757,1200
2016-10-04 14:02:00,13132,1352,2937
2016-10-04 14:02:00,6572,381,485
2016-10-04 14:02:00,15756,1262,3103
2016-10-04 14:02:00,11820,3145,3883
2016-10-04 14:02:00,12,238,577
2016-10-04 14:02:00,7884,639,690
2016-10-04 14:02:00,17068,1430,1920
2016-10-04 14:02:00,9196,1452,2009
2016-10-04 14:02:00,1324,332,387
2016-10-04 14:02:00,3948,637,687
2016-10-04 14:02:00,2636,446,470
2016-10-04 14:29:00,3949,627,687
2016-10-04 14:29:00,11821,3113,3883
2016-10-04 14:29:00,13133,1318,2937
2016-10-04 14:29:00,17069,1429,1920
2016-10-04 14:29:00,1325,322,387
2016-10-04 14:29:00,13,215,577
2016-10-04 14:29:00,10509,560,2803
2016-10-04 14:29:00,2637,433,470
2016-10-04 14:29:00,9197,1420,2009
2016-10-04 14:29:00,7885,621,690
2016-10-04 14:29:00,15757,1238,3103
2016-10-04 14:29:00,14445,793,1322
2016-10-04 14:29:00,6573,373,485
2016-10-04 14:29:00,5261,760,1200
2016-10-04 14:57:00,1326,307,387
2016-10-04 14:57:00,3950,593,687
2016-10-04 14:57:00,11822,3011,3883
2016-10-04 14:57:00,6574,354,485
2016-10-04 14:57:00,17070,1381,1920
2016-10-04 14:57:00,10510,529,2803
2016-10-04 14:57:00,2638,426,470
2016-10-04 14:57:00,9198,1346,2009
2016-10-04 14:57:00,15758,1169,3103
2016-10-04 14:57:00,7886,606,690
2016-10-04 14:57:00,14446,753,1322
2016-10-04 14:57:00,5262,727,1200
2016-10-04 14:57:00,13134,1267,2937
2016-10-04 14:57:00,14,192,577
2016-10-04 15:30:00,7887,581,690
2016-10-04 15:30:00,1327,294,387
2016-10-04 15:30:00,17071,1300,1920
2016-10-04 15:30:00,9199,1288,2009
2016-10-04 15:30:00,15759,1127,3103
2016-10-04 15:30:00,14447,716,1322
2016-10-04 15:30:00,2639,411,470
2016-10-04 15:30:00,6575,338,485
2016-10-04 15:30:00,3951,572,687
2016-10-04 15:30:00,15,165,577
2016-10-04 15:30:00,13135,1213,2937
2016-10-04 15:30:00,5263,678,1200
2016-10-04 15:30:00,10511,511,2803
2016-10-04 15:30:00,11823,2839,3883
2016-10-04 16:04:00,7888,534,690
2016-10-04 16:04:00,6576,317,485
2016-10-04 16:04:00,1328,270,387
2016-10-04 16:04:00,13136,1121,2937
2016-10-04 16:04:00,14448,664,1322
2016-10-04 16:04:00,5264,648,1200
2016-10-04 16:04:00,3952,511,687
2016-10-04 16:04:00,10512,461,2803
2016-10-04 16:04:00,16,162,577
2016-10-04 16:04:00,2640,376,470
2016-10-04 16:04:00,15760,1019,3103
2016-10-04 16:04:00,17072,1218,1920
2016-10-04 16:04:00,9200,1175,2009
2016-10-04 16:04:00,11824,2656,3883
2016-10-04 16:31:00,17,143,577
2016-10-04 16:31:00,14449,618,1322
2016-10-04 16:31:00,13137,1015,2937
2016-10-04 16:31:00,15761,936,3103
2016-10-04 16:31:00,9201,1089,2009
2016-10-04 16:31:00,11825,2359,3883
2016-10-04 16:31:00,17073,1075,1920
2016-10-04 16:31:00,1329,245,387
2016-10-04 16:31:00,10513,406,2803
2016-10-04 16:31:00,7889,466,690
2016-10-04 16:31:00,3953,471,687
2016-10-04 16:31:00,2641,325,470
2016-10-04 16:31:00,6577,304,485
2016-10-04 16:31:00,5265,565,1200
2016-10-05 07:57:00,3954,282,687
2016-10-05 07:57:00,14450,453,1322
2016-10-05 07:57:00,10514,246,2803
2016-10-05 07:57:00,9202,735,2009
2016-10-05 07:57:00,17074,602,1920
2016-10-05 07:57:00,18,54,577
2016-10-05 07:57:00,11826,1104,3883
2016-10-05 07:57:00,15762,650,3103
2016-10-05 07:57:00,1330,146,387
2016-10-05 07:57:00,6578,268,485
2016-10-05 07:57:00,2642,127,470
2016-10-05 07:57:00,13138,594,2937
2016-10-05 07:57:00,5266,229,1200
2016-10-05 07:57:00,7890,180,690
2016-10-05 08:30:00,14451,487,1322
2016-10-05 08:30:00,5267,333,1200
2016-10-05 08:30:00,7891,294,690
2016-10-05 08:30:00,19,59,577
2016-10-05 08:30:00,11827,1599,3883
2016-10-05 08:30:00,1331,169,387
2016-10-05 08:30:00,17075,779,1920
2016-10-05 08:30:00,9203,817,2009
2016-10-05 08:30:00,10515,326,2803
2016-10-05 08:30:00,15763,760,3103
2016-10-05 08:30:00,6579,273,485
2016-10-05 08:30:00,2643,201,470
2016-10-05 08:30:00,13139,736,2937
2016-10-05 08:30:00,3955,330,687
2016-10-05 09:04:00,15764,896,3103
2016-10-05 09:04:00,10516,419,2803
2016-10-05 09:04:00,7892,424,690
2016-10-05 09:04:00,6580,293,485
2016-10-05 09:04:00,9204,949,2009
2016-10-05 09:04:00,3956,395,687
2016-10-05 09:04:00,11828,2142,3883
2016-10-05 09:04:00,14452,554,1322
2016-10-05 09:04:00,13140,928,2937
2016-10-05 09:04:00,5268,470,1200
2016-10-05 09:04:00,17076,975,1920
2016-10-05 09:04:00,1332,211,387
2016-10-05 09:04:00,20,71,577
2016-10-05 09:04:00,2644,283,470
2016-10-05 09:30:00,6581,317,485
2016-10-05 09:30:00,9205,1090,2009
2016-10-05 09:30:00,17077,1138,1920
2016-10-05 09:30:00,1333,256,387
2016-10-05 09:30:00,13141,1083,2937
2016-10-05 09:30:00,11829,2552,3883
2016-10-05 09:30:00,2645,347,470
2016-10-05 09:30:00,21,83,577
2016-10-05 09:30:00,3957,464,687
2016-10-05 09:30:00,15765,1003,3103
2016-10-05 09:30:00,5269,584,1200
2016-10-05 09:30:00,14453,626,1322
2016-10-05 09:30:00,10517,478,2803
2016-10-05 09:30:00,7893,510,690
2016-10-05 10:04:00,6582,339,485
2016-10-05 10:04:00,13142,1221,2937
2016-10-05 10:04:00,9206,1246,2009
2016-10-05 10:04:00,5270,699,1200
2016-10-05 10:04:00,14454,710,1322
2016-10-05 10:04:00,17078,1306,1920
2016-10-05 10:04:00,7894,572,690
2016-10-05 10:04:00,1334,310,387
2016-10-05 10:04:00,3958,536,687
2016-10-05 10:04:00,22,114,577
2016-10-05 10:04:00,15766,1112,3103
2016-10-05 10:04:00,2646,383,470
2016-10-05 10:04:00,11830,2957,3883
2016-10-05 10:04:00,10518,547,2803
2016-10-05 10:30:00,2647,404,470
2016-10-05 10:30:00,17079,1379,1920
2016-10-05 10:30:00,13143,1288,2937
2016-10-05 10:30:00,6583,355,485
2016-10-05 10:30:00,9207,1339,2009
2016-10-05 10:30:00,10519,586,2803
2016-10-05 10:30:00,1335,337,387
2016-10-05 10:30:00,23,128,577
2016-10-05 10:30:00,7895,598,690
2016-10-05 10:30:00,15767,1182,3103
2016-10-05 10:30:00,14455,761,1322
2016-10-05 10:30:00,5271,736,1200
2016-10-05 10:30:00,3959,578,687
2016-10-05 10:30:00,11831,3117,3883
2016-10-05 11:04:00,3960,619,687
2016-10-05 11:04:00,13144,1330,2937
2016-10-05 11:04:00,7896,624,690
2016-10-05 11:04:00,5272,757,1200
2016-10-05 11:04:00,2648,420,470
2016-10-05 11:04:00,17080,1410,1920
2016-10-05 11:04:00,6584,367,485
2016-10-05 11:04:00,9208,1411,2009
2016-10-05 11:04:00,11832,3177,3883
2016-10-05 11:04:00,1336,339,387
2016-10-05 11:04:00,24,148,577
2016-10-05 11:04:00,15768,1250,3103
2016-10-05 11:04:00,14456,792,1322
2016-10-05 11:04:00,10520,603,2803
2016-10-05 11:30:00,6585,366,485
2016-10-05 11:30:00,9209,1436,2009
2016-10-05 11:30:00,13145,1340,2937
2016-10-05 11:30:00,15769,1259,3103
2016-10-05 11:30:00,14457,796,1322
2016-10-05 11:30:00,2649,429,470
2016-10-05 11:30:00,3961,640,687
2016-10-05 11:30:00,7897,634,690
2016-10-05 11:30:00,17081,1430,1920
2016-10-05 11:30:00,1337,340,387
2016-10-05 11:30:00,11833,3194,3883
2016-10-05 11:30:00,25,162,577
2016-10-05 11:30:00,10521,593,2803
2016-10-05 11:30:00,5273,774,1200
2016-10-05 12:04:00,2650,447,470
2016-10-05 12:04:00,3962,650,687
2016-10-05 12:04:00,11834,3213,3883
2016-10-05 12:04:00,6586,369,485
2016-10-05 12:04:00,15770,1264,3103
2016-10-05 12:04:00,13146,1359,2937
2016-10-05 12:04:00,5274,779,1200
2016-10-05 12:04:00,26,178,577
2016-10-05 12:04:00,14458,809,1322
2016-10-05 12:04:00,10522,582,2803
2016-10-05 12:04:00,7898,653,690
2016-10-05 12:04:00,1338,337,387
2016-10-05 12:04:00,17082,1446,1920
2016-10-05 12:04:00,9210,1459,2009
2016-10-05 12:17:00,6587,376,485
2016-10-05 12:30:00,7899,662,690
2016-10-05 12:30:00,5275,770,1200
2016-10-05 12:30:00,15771,1278,3103
2016-10-05 12:30:00,27,183,577
2016-10-05 12:30:00,14459,811,1322
2016-10-05 12:30:00,2651,450,470
2016-10-05 12:30:00,1339,336,387
2016-10-05 12:30:00,17083,1437,1920
2016-10-05 12:30:00,11835,3190,3883
2016-10-05 12:30:00,13147,1371,2937
2016-10-05 12:30:00,9211,1472,2009
2016-10-05 12:30:00,3963,661,687
2016-10-05 12:30:00,10523,580,2803
2016-10-05 12:57:00,5276,756,1200
2016-10-05 12:57:00,9212,1490,2009
2016-10-05 12:57:00,2652,451,470
2016-10-05 12:57:00,1340,343,387
2016-10-05 12:57:00,6588,373,485
2016-10-05 12:57:00,13148,1381,2937
2016-10-05 12:57:00,11836,3145,3883
2016-10-05 12:57:00,14460,827,1322
2016-10-05 12:57:00,10524,586,2803
2016-10-05 12:57:00,17084,1418,1920
2016-10-05 12:57:00,7900,665,690
2016-10-05 12:57:00,28,175,577
2016-10-05 12:57:00,3964,663,687
2016-10-05 12:57:00,15772,1279,3103
2016-10-05 13:30:00,6589,372,485
2016-10-05 13:30:00,29,179,577
2016-10-05 13:30:00,5277,761,1200
2016-10-05 13:30:00,3965,638,687
2016-10-05 13:30:00,9213,1462,2009
2016-10-05 13:30:00,7901,669,690
2016-10-05 13:30:00,11837,3146,3883
2016-10-05 13:30:00,14461,824,1322
2016-10-05 13:30:00,15773,1248,3103
2016-10-05 13:30:00,1341,345,387
2016-10-05 13:30:00,13149,1386,2937
2016-10-05 13:30:00,17085,1427,1920
2016-10-05 13:30:00,2653,454,470
2016-10-05 13:30:00,10525,583,2803
2016-10-05 13:57:00,10526,579,2803
2016-10-05 13:57:00,30,174,577
2016-10-05 13:57:00,9214,1453,2009
2016-10-05 13:57:00,15774,1237,3103
2016-10-05 13:57:00,17086,1422,1920
2016-10-05 13:57:00,2654,455,470
2016-10-05 13:57:00,14462,818,1322
2016-10-05 13:57:00,13150,1375,2937
2016-10-05 13:57:00,6590,368,485
2016-10-05 13:57:00,5278,764,1200
2016-10-05 13:57:00,3966,635,687
2016-10-05 13:57:00,7902,662,690
2016-10-05 13:57:00,11838,3140,3883
2016-10-05 13:57:00,1342,345,387
2016-10-05 14:30:00,11839,3072,3883
2016-10-05 14:30:00,1343,336,387
2016-10-05 14:30:00,5279,767,1200
2016-10-05 14:30:00,15775,1192,3103
2016-10-05 14:30:00,3967,620,687
2016-10-05 14:30:00,2655,447,470
2016-10-05 14:30:00,31,158,577
2016-10-05 14:30:00,14463,794,1322
2016-10-05 14:30:00,6591,361,485
2016-10-05 14:30:00,17087,1409,1920
2016-10-05 14:30:00,10527,547,2803
2016-10-05 14:30:00,7903,653,690
2016-10-05 14:30:00,9215,1414,2009
2016-10-05 14:30:00,13151,1350,2937
2016-10-05 14:57:00,9216,1355,2009
2016-10-05 14:57:00,17088,1378,1920
2016-10-05 14:57:00,32,145,577
2016-10-05 14:57:00,15776,1135,3103
2016-10-05 14:57:00,1344,326,387
2016-10-05 14:57:00,10528,521,2803
2016-10-05 14:57:00,2656,435,470
2016-10-05 14:57:00,5280,747,1200
2016-10-05 14:57:00,7904,632,690
2016-10-05 14:57:00,14464,771,1322
2016-10-05 14:57:00,6592,356,485
2016-10-05 14:57:00,3968,584,687
2016-10-05 14:57:00,11840,2963,3883
2016-10-05 14:57:00,13152,1314,2937
2016-10-05 15:30:00,7905,592,690
2016-10-05 15:30:00,1345,306,387
2016-10-05 15:30:00,14465,708,1322
2016-10-05 15:30:00,5281,698,1200
2016-10-05 15:30:00,10529,482,2803
2016-10-05 15:30:00,9217,1263,2009
2016-10-05 15:30:00,6593,325,485
2016-10-05 15:30:00,17089,1303,1920
2016-10-05 15:30:00,11841,2782,3883
2016-10-05 15:30:00,33,129,577
2016-10-05 15:30:00,2657,403,470
2016-10-05 15:30:00,3969,555,687
2016-10-05 15:30:00,13153,1223,2937
2016-10-05 15:30:00,15777,1056,3103
2016-10-05 15:57:00,6594,316,485
2016-10-05 16:04:00,2658,374,470
2016-10-05 16:04:00,9218,1198,2009
2016-10-05 16:04:00,13154,1152,2937
2016-10-05 16:04:00,11842,2571,3883
2016-10-05 16:04:00,14466,685,1322
2016-10-05 16:04:00,3970,513,687
2016-10-05 16:04:00,1346,284,387
2016-10-05 16:04:00,17090,1203,1920
2016-10-05 16:04:00,15778,992,3103
2016-10-05 16:04:00,5282,641,1200
2016-10-05 16:04:00,7906,550,690
2016-10-05 16:04:00,10530,445,2803
2016-10-05 16:04:00,34,121,577
2016-10-05 16:30:00,7907,494,690
2016-10-05 16:30:00,14467,632,1322
2016-10-05 16:30:00,6595,299,485
2016-10-05 16:30:00,11843,2277,3883
2016-10-05 16:30:00,10531,390,2803
2016-10-05 16:30:00,13155,1054,2937
2016-10-05 16:30:00,9219,1097,2009
2016-10-05 16:30:00,35,114,577
2016-10-05 16:30:00,3971,465,687
2016-10-05 16:30:00,2659,335,470
2016-10-05 16:30:00,5283,544,1200
2016-10-05 16:30:00,15779,893,3103
2016-10-05 16:30:00,1347,261,387
2016-10-05 16:30:00,17091,1049,1920
2016-10-06 07:57:00,7908,187,690
2016-10-06 07:57:00,36,58,577
2016-10-06 07:57:00,9220,760,2009
2016-10-06 07:57:00,1348,98,387
2016-10-06 07:57:00,17092,615,1920
2016-10-06 07:57:00,11844,1117,3883
2016-10-06 07:57:00,14468,404,1322
2016-10-06 07:57:00,6596,260,485
2016-10-06 07:57:00,13156,545,2937
2016-10-06 07:57:00,3972,356,687
2016-10-06 07:57:00,2660,128,470
2016-10-06 07:57:00,5284,225,1200
2016-10-06 07:57:00,10532,174,2803
2016-10-06 07:57:00,15780,692,3103
2016-10-06 08:30:00,17093,772,1920
2016-10-06 08:30:00,13157,703,2937
2016-10-06 08:30:00,2661,199,470
2016-10-06 08:30:00,7909,293,690
2016-10-06 08:30:00,14469,461,1322
2016-10-06 08:30:00,5285,304,1200
2016-10-06 08:30:00,1349,133,387
2016-10-06 08:30:00,3973,392,687
2016-10-06 08:30:00,15781,785,3103
2016-10-06 08:30:00,37,63,577
2016-10-06 08:30:00,9221,853,2009
2016-10-06 08:30:00,10533,249,2803
2016-10-06 08:30:00,6597,277,485
2016-10-06 08:30:00,11845,1561,3883
2016-10-06 08:57:00,3974,447,687
2016-10-06 08:57:00,13158,858,2937
2016-10-06 08:57:00,38,70,577
2016-10-06 08:57:00,9222,940,2009
2016-10-06 08:57:00,10534,324,2803
2016-10-06 08:57:00,11846,1974,3883
2016-10-06 08:57:00,6598,282,485
2016-10-06 08:57:00,2662,284,470
2016-10-06 08:57:00,1350,157,387
2016-10-06 08:57:00,17094,937,1920
2016-10-06 08:57:00,15782,896,3103
2016-10-06 08:57:00,7910,419,690
2016-10-06 08:57:00,5286,402,1200
2016-10-06 08:57:00,14470,493,1322
2016-10-06 09:30:00,11847,2417,3883
2016-10-06 09:30:00,10535,389,2803
2016-10-06 09:30:00,1351,192,387
2016-10-06 09:30:00,9223,1055,2009
2016-10-06 09:30:00,39,95,577
2016-10-06 09:30:00,15783,999,3103
2016-10-06 09:30:00,3975,505,687
2016-10-06 09:30:00,13159,983,2937
2016-10-06 09:30:00,17095,1119,1920
2016-10-06 09:30:00,5287,534,1200
2016-10-06 09:30:00,2663,337,470
2016-10-06 09:30:00,14471,550,1322
2016-10-06 09:30:00,7911,494,690
2016-10-06 09:30:00,6599,297,485
2016-10-06 10:03:00,15784,1105,3103
2016-10-06 10:03:00,13160,1119,2937
2016-10-06 10:03:00,2664,388,470
2016-10-06 10:03:00,10536,461,2803
2016-10-06 10:03:00,7912,568,690
2016-10-06 10:03:00,17096,1230,1920
2016-10-06 10:03:00,3976,549,687
2016-10-06 10:03:00,40,135,577
2016-10-06 10:03:00,1352,228,387
2016-10-06 10:03:00,9224,1170,2009
2016-10-06 10:03:00,6600,323,485
2016-10-06 10:03:00,14472,621,1322
2016-10-06 10:03:00,5288,606,1200
2016-10-06 10:03:00,11848,2702,3883
2016-10-06 10:30:00,13161,1222,2937
2016-10-06 10:30:00,9225,1261,2009
2016-10-06 10:30:00,3977,578,687
2016-10-06 10:30:00,7913,618,690
2016-10-06 10:30:00,6601,336,485
2016-10-06 10:30:00,15785,1158,3103
2016-10-06 10:30:00,14473,683,1322
2016-10-06 10:30:00,2665,424,470
2016-10-06 10:30:00,41,160,577
2016-10-06 10:30:00,10537,512,2803
2016-10-06 10:30:00,5289,646,1200
2016-10-06 10:30:00,17097,1285,1920
2016-10-06 10:30:00,11849,2850,3883
2016-10-06 10:30:00,1353,268,387
2016-10-06 10:57:00,11850,2957,3883
2016-10-06 10:57:00,2666,441,470
2016-10-06 10:57:00,17098,1335,1920
2016-10-06 10:57:00,7914,645,690
2016-10-06 10:57:00,3978,591,687
2016-10-06 10:57:00,1354,287,387
2016-10-06 10:57:00,42,177,577
2016-10-06 10:57:00,9226,1315,2009
2016-10-06 10:57:00,13162,1272,2937
2016-10-06 10:57:00,10538,540,2803
2016-10-06 10:57:00,5290,676,1200
2016-10-06 10:57:00,14474,724,1322
2016-10-06 10:57:00,15786,1184,3103
2016-10-06 10:57:00,6602,340,485
2016-10-06 11:30:00,5291,696,1200
2016-10-06 11:30:00,17099,1366,1920
2016-10-06 11:30:00,11851,3043,3883
2016-10-06 11:30:00,2667,450,470
2016-10-06 11:30:00,7915,657,690
2016-10-06 11:30:00,3979,614,687
2016-10-06 11:30:00,10539,569,2803
2016-10-06 11:30:00,14475,749,1322
2016-10-06 11:30:00,9227,1363,2009
2016-10-06 11:30:00,15787,1229,3103
2016-10-06 11:30:00,43,191,577
2016-10-06 11:30:00,6603,346,485
2016-10-06 11:30:00,13163,1303,2937
2016-10-06 11:30:00,1355,300,387
2016-10-06 12:04:00,14476,757,1322
2016-10-06 12:04:00,44,199,577
2016-10-06 12:04:00,7916,673,690
2016-10-06 12:04:00,9228,1405,2009
2016-10-06 12:04:00,17100,1394,1920
2016-10-06 12:04:00,15788,1273,3103
2016-10-06 12:04:00,6604,345,485
2016-10-06 12:04:00,5292,711,1200
2016-10-06 12:04:00,1356,312,387
2016-10-06 12:04:00,3980,648,687
2016-10-06 12:04:00,11852,3117,3883
2016-10-06 12:04:00,2668,460,470
2016-10-06 12:04:00,13164,1330,2937
2016-10-06 12:04:00,10540,592,2803
2016-10-06 12:24:00,6605,343,485
2016-10-06 12:30:00,45,206,577
2016-10-06 12:30:00,17101,1408,1920
2016-10-06 12:30:00,5293,723,1200
2016-10-06 12:30:00,13165,1348,2937
2016-10-06 12:30:00,3981,659,687
2016-10-06 12:30:00,9229,1436,2009
2016-10-06 12:30:00,15789,1283,3103
2016-10-06 12:30:00,7917,680,690
2016-10-06 12:30:00,14477,777,1322
2016-10-06 12:30:00,2669,465,470
2016-10-06 12:30:00,11853,3126,3883
2016-10-06 12:30:00,1357,322,387
2016-10-06 12:30:00,10541,600,2803
2016-10-06 12:57:00,14478,785,1322
2016-10-06 12:57:00,6606,345,485
2016-10-06 12:57:00,13166,1344,2937
2016-10-06 12:57:00,11854,3137,3883
2016-10-06 12:57:00,5294,728,1200
2016-10-06 12:57:00,3982,600,687
2016-10-06 12:57:00,9230,1385,2009
2016-10-06 12:57:00,15790,1220,3103
2016-10-06 12:57:00,1358,330,387
2016-10-06 12:57:00,10542,605,2803
2016-10-06 12:57:00,2670,459,470
2016-10-06 12:57:00,17102,1422,1920
2016-10-06 12:57:00,46,198,577
2016-10-06 12:57:00,7918,672,690
2016-10-06 13:30:00,6607,344,485
2016-10-06 13:30:00,7919,671,690
2016-10-06 13:30:00,13167,1340,2937
2016-10-06 13:30:00,14479,779,1322
2016-10-06 13:30:00,17103,1419,1920
2016-10-06 13:30:00,5295,727,1200
2016-10-06 13:30:00,3983,585,687
2016-10-06 13:30:00,47,208,577
2016-10-06 13:30:00,1359,325,387
2016-10-06 13:30:00,9231,1364,2009
2016-10-06 13:30:00,11855,3130,3883
2016-10-06 13:30:00,10543,592,2803
2016-10-06 13:30:00,2671,460,470
